Leto,Kraj,Število tekmovalcev,Gostiteljica,Ime,Priimek,Država,Mesto,Medalja,Skupno,Točke
2015,Chiang Mai,577,Thailand,Oscar,Gómez,Colombia,449,,5,"[1, 0, 0, 4, 0, 0]"
2015,Chiang Mai,577,Thailand,Christodoulos,Chatzimiltis,Cyprus,449,,5,"[4, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Simmo,Saan,Estonia,449,,5,"[2, 0, 0, 0, 3, 0]"
2015,Chiang Mai,577,Thailand,Davit,Bezhanishvili,Georgia,449,,5,"[4, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Riccardo,Zanotto,Italy,449,,5,"[3, 1, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Pol Maksim,Bovarov,Lithuania,449,,5,"[4, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Annija,Varkale,Latvia,449,,5,"[3, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Anass,El Idrissi,Morocco,449,,5,"[1, 0, 1, 2, 1, 0]"
2015,Chiang Mai,577,Thailand,Yassine,El Kaouni,Morocco,449,,5,"[3, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Diego Martín,Vigo Cadenillas,Peru,449,,5,"[1, 1, 0, 2, 1, 0]"
2015,Chiang Mai,577,Thailand,Henrique Miguel,de Andrade Campos Navas,Portugal,449,,5,"[1, 1, 0, 0, 3, 0]"
2015,Chiang Mai,577,Thailand,Gabriel Emiliano,Carranza Menjívar,El Salvador,449,,5,"[1, 0, 1, 1, 2, 0]"
2015,Chiang Mai,577,Thailand,Amadej Kristjan,Kocbek,Slovenia,449,,5,"[4, 1, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Lenart,Treven,Slovenia,449,,5,"[4, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Mohamad,Mohamad,Syria,449,,5,"[0, 1, 0, 4, 0, 0]"
2015,Chiang Mai,577,Thailand,Emil Skovgaard,Lund,Denmark,465,,4,"[4, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Jesús,Dueñas,Spain,465,,4,"[1, 0, 0, 3, 0, 0]"
2015,Chiang Mai,577,Thailand,Ioana,Grigoras,Ireland,465,,4,"[1, 0, 0, 3, 0, 0]"
2015,Chiang Mai,577,Thailand,Murat,Kubanychbekov,Kyrgyzstan,465,,4,"[0, 0, 1, 1, 2, 0]"
2015,Chiang Mai,577,Thailand,Mengsay,Loem,Cambodia,465,,4,"[1, 0, 1, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Albert,Hoxha,Kosovo,465,,4,"[1, 0, 0, 2, 1, 0]"
2015,Chiang Mai,577,Thailand,Nikola,Grunchevski,North Macedonia,465,,4,"[1, 0, 0, 2, 1, 0]"
2015,Chiang Mai,577,Thailand,Andrej,Ilievski,North Macedonia,465,,4,"[0, 0, 1, 2, 1, 0]"
2015,Chiang Mai,577,Thailand,Sanja,Simonovikj,North Macedonia,465,,4,"[0, 0, 0, 3, 1, 0]"
2015,Chiang Mai,577,Thailand,Muhammad Daniyal,Ali,Pakistan,465,,4,"[1, 0, 0, 2, 1, 0]"
2015,Chiang Mai,577,Thailand,Manuel,Liu Ng,Panama,465,,4,"[1, 0, 0, 2, 1, 0]"
2015,Chiang Mai,577,Thailand,Daniel Enrique,Watson Amado,Panama,465,,4,"[1, 0, 1, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Marcos Rubén,Zárate Gamarra,Paraguay,465,,4,"[1, 1, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Juan Ignacio,Valero Villanueva,Uruguay,465,,4,"[4, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Jose Tomas,Guevara,Venezuela,465,,4,"[1, 0, 0, 3, 0, 0]"
2015,Chiang Mai,577,Thailand,Fjona,Parllaku,Albania,480,,3,"[0, 1, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Houssam Eddine,Boukhecham,Algeria,480,,3,"[1, 1, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Florian,Fürnsinn,Austria,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Marcelo,Bernal,Chile,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Jesús,Caballero,Colombia,480,,3,"[3, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Erick Arturo,Cortés Gutiérrez,Costa Rica,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Andreas,Economou,Cyprus,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Alexander Mangulad,Christgau,Denmark,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Lissette,Maingon,Ecuador,480,,3,"[1, 1, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Luis,Crespo,Spain,480,,3,"[1, 0, 0, 0, 2, 0]"
2015,Chiang Mai,577,Thailand,Ella,Anttila,Finland,480,,3,"[3, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Alexander,Bechtold,Ghana,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Panagiota,Karatza,Greece,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Luke,Gardiner,Ireland,480,,3,"[1, 1, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Atli Fannar,Franklín,Iceland,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Kanybek,Asanbekov,Kyrgyzstan,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Zhakshylyk,Nurlanov,Kyrgyzstan,480,,3,"[0, 1, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Someta,Sor,Cambodia,480,,3,"[0, 0, 0, 2, 1, 0]"
2015,Chiang Mai,577,Thailand,Liron,Morina,Kosovo,480,,3,"[1, 1, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Oliver,Nick,Luxembourg,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Jēkabs,Mežinskis,Latvia,480,,3,"[1, 1, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Zouhair,Ziani,Morocco,480,,3,"[0, 0, 0, 0, 3, 0]"
2015,Chiang Mai,577,Thailand,Sean,Gee Zhing,Malaysia,480,,3,"[1, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Haris Bin,Zahid,Pakistan,480,,3,"[2, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Raymond Joseph,Fadri,Philippines,480,,3,"[0, 0, 0, 3, 0, 0]"
2015,Chiang Mai,577,Thailand,Bazarbay,Halmedov,Turkmenistan,480,,3,"[1, 1, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Arjun Isa,Mohammed,Trinidad and Tobago,480,,3,"[3, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Alex,Navarro,Trinidad and Tobago,480,,3,"[1, 0, 0, 1, 1, 0]"
2015,Chiang Mai,577,Thailand,Endi,Reka,Albania,508,,2,"[1, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Kevin Alcides,Terán Mejía,Bolivia,508,,2,"[0, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Matias Frank,Jensen,Denmark,508,,2,"[0, 1, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Sebastián,Regalado,Ecuador,508,,2,"[1, 1, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Andres,Unt,Estonia,508,,2,"[1, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Ella,Tamir,Finland,508,,2,"[2, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Nuneke Fafa Esi,Kwetey,Ghana,508,,2,"[0, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Malineth,Chea,Cambodia,508,,2,"[0, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Besart,Kodraliu,Kosovo,508,,2,"[0, 0, 0, 1, 1, 0]"
2015,Chiang Mai,577,Thailand,Wijelath Mohotalage Don Sandil Sandipa,Ranasinghe,Sri Lanka,508,,2,"[1, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Deniss,Dunaveckis,Latvia,508,,2,"[1, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Abdellah,Aznag,Morocco,508,,2,"[0, 1, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Ognjen,Djukovic,Montenegro,508,,2,"[0, 1, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Aleksander,Dash,Norway,508,,2,"[1, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Maaz Mohammad,Siddiqui,Pakistan,508,,2,"[0, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Merwa,Tariq,Pakistan,508,,2,"[0, 1, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Gerardo Iván,Piris Tillner,Paraguay,508,,2,"[0, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Antonio Nicolás,Riera Zacarías,Paraguay,508,,2,"[1, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Gabriela Mari,Carrión Rivera,Puerto Rico,508,,2,"[1, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Alejandro Miguel,Proskauer Valerio,Puerto Rico,508,,2,"[0, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Rodrigo Alberto,Vásquez Posada,El Salvador,508,,2,"[0, 1, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Mekhron,Bobokhonov,Tajikistan,508,,2,"[0, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Maicol Denin,Núñez Colman,Uruguay,508,,2,"[1, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Gayrat,Toshpulatov,Uzbekistan,508,,2,"[0, 0, 0, 2, 0, 0]"
2015,Chiang Mai,577,Thailand,Victor Alvaro,Gutierrez Kaisler,Bolivia,532,,1,"[0, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Amanda Nicole,Iglesias Pacheco,Bolivia,532,,1,"[0, 1, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Sebastian,Pereira Flores,Bolivia,532,,1,"[1, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Temana Boyce,Bakaabatsile,Botswana,532,,1,"[0, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Joseph,Tapia,Ecuador,532,,1,"[0, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Tuukka,Korhonen,Finland,532,,1,"[1, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Iiro,Kumpulainen,Finland,532,,1,"[1, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Robert,Sparkes,Ireland,532,,1,"[0, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Elvar Wang,Atlason,Iceland,532,,1,"[0, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Arstan,Ashyrbekov,Kyrgyzstan,532,,1,"[0, 1, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Sereysopea,Ung,Cambodia,532,,1,"[0, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Arbër,Avdullahu,Kosovo,532,,1,"[0, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Arbër,Igrishta,Kosovo,532,,1,"[0, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Mouad,Moutaoukil,Morocco,532,,1,"[0, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Andjela,Markovic,Montenegro,532,,1,"[0, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Fabian Chibuike,Okafor,Nigeria,532,,1,"[1, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Andres,Fabrega,Panama,532,,1,"[0, 0, 0, 0, 1, 0]"
2015,Chiang Mai,577,Thailand,Salvador Alonso,Figueroa Vásquez,El Salvador,532,,1,"[0, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Adam Scott Darryl,Superville,Trinidad and Tobago,532,,1,"[0, 0, 0, 1, 0, 0]"
2015,Chiang Mai,577,Thailand,Rodrigo,Schertz Cohen,Uruguay,532,,1,"[1, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Matías Gabriel,Szylkowski Resnikow,Uruguay,532,,1,"[1, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Ana,Peçini,Albania,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Enzo Ellery,Salinas Jerez,Bolivia,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Sparsh,Gautam,Botswana,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Bamebotlhe,John,Botswana,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Kebafilwe Joseph,Loiti,Botswana,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Tinashe,Olekantse,Botswana,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Garam,Park,Botswana,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Marianne,De Bedout Mora,Costa Rica,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Valerie,Bustos,Ecuador,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Nii Aryee,Aryeetey,Ghana,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Kapila,Kommareddy,Ghana,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Senyo Kofi Edzeani,Ohene,Ghana,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Danil,Koshuev,Kyrgyzstan,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Yusuf Olayinka,Atolagbe,Nigeria,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Sekinat Ajoge,Yahaya,Nigeria,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Muhammad Muneeb,Afzal,Pakistan,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Omar,Mohamed Fadhel,Tunisia,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Abdulrazaq Yusuf,Abdallah,Tanzania,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Bilal Ayoub,Mrisho,Tanzania,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Awadhi Miraji,Simba,Tanzania,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Claire Martha,Kusemererwa,Uganda,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Tevin,Rwamahe,Uganda,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Samson Byakika,Rweinaga,Uganda,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Andrew,Tugume,Uganda,553,,0,"[0, 0, 0, 0, 0, 0]"
2015,Chiang Mai,577,Thailand,Lucero,Rodríguez Rubianes,Uruguay,553,,0,"[0, 0, 0, 0, 0, 0]"
2016,Hong Kong,602,Hong Kong,Yuan,Yang,People's Republic of China,1,G,42,"[7, 7, 7, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Jaewon,Choi,Republic of Korea,1,G,42,"[7, 7, 7, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Eui Cheon,Hong,Republic of Korea,1,G,42,"[7, 7, 7, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Junghun,Ju,Republic of Korea,1,G,42,"[7, 7, 7, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Allen,Liu,United States of America,1,G,42,"[7, 7, 7, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Yuan,Yao,United States of America,1,G,42,"[7, 7, 7, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Lingjie,Mei,People's Republic of China,7,G,41,"[7, 7, 6, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Zhao Yu,Ma,Singapore,8,G,38,"[7, 7, 7, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Shengtong,Zhang,People's Republic of China,9,G,36,"[7, 7, 7, 7, 7, 1]"
2016,Hong Kong,602,Hong Kong,Glen Wei An,Lim,Singapore,9,G,36,"[7, 7, 1, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Sheldon Kieren,Tan,Singapore,9,G,36,"[7, 7, 1, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Attila,Gáspár,Hungary,12,G,35,"[7, 7, 0, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Krit,Boonsiriseth,Thailand,12,G,35,"[7, 7, 0, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Calvin Shao-Huai,Hsu,Taiwan,12,G,35,"[7, 7, 0, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Junyao,Peng,United States of America,12,G,35,"[7, 7, 0, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Ashwin,Sah,United States of America,12,G,35,"[7, 7, 6, 7, 7, 1]"
2016,Hong Kong,602,Hong Kong,Kevin,Sun,Canada,17,G,34,"[5, 7, 1, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Myonghyok,Ri,Democratic People's Republic of Korea,17,G,34,"[6, 7, 0, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Kum Song,Jon,Democratic People's Republic of Korea,19,G,33,"[7, 7, 2, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Grigorii,Iurgin,Russian Federation,19,G,33,"[7, 2, 7, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Dylan Shan Hong,Toh,Singapore,19,G,33,"[7, 7, 2, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Warren,Li,United Kingdom,19,G,33,"[7, 7, 2, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Zeyu,Jia,People's Republic of China,23,G,31,"[7, 7, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Shun Ming Samuel,Lee,Hong Kong,23,G,31,"[7, 7, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,John Michael,Wu,Hong Kong,23,G,31,"[7, 7, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Hoi Wai,Yu,Hong Kong,23,G,31,"[7, 7, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Filippo Gianni,Baroni,Italy,23,G,31,"[7, 7, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Yuta,Takaya,Japan,23,G,31,"[7, 7, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Sehun,Kim,Republic of Korea,23,G,31,"[7, 6, 1, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Hou Tin,Chau,Macau,23,G,31,"[7, 7, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Ruslan,Salimov,Russian Federation,23,G,31,"[7, 7, 1, 7, 7, 2]"
2016,Hong Kong,602,Hong Kong,Pin-Hung,Lee,Taiwan,23,G,31,"[7, 7, 2, 7, 2, 6]"
2016,Hong Kong,602,Hong Kong,Michael,Kural,United States of America,23,G,31,"[6, 7, 1, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Xuân Trung,Vũ,Vietnam,23,G,31,"[7, 7, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Amir,Mokhammed-Ali,Kazakhstan,35,G,30,"[7, 7, 0, 7, 2, 7]"
2016,Hong Kong,602,Hong Kong,Farrell Eldrian,Wu,Philippines,35,G,30,"[7, 7, 0, 7, 2, 7]"
2016,Hong Kong,602,Hong Kong,Ivan,Frolov,Russian Federation,35,G,30,"[7, 7, 1, 7, 7, 1]"
2016,Hong Kong,602,Hong Kong,Pachara,Sawettamalya,Thailand,35,G,30,"[7, 2, 0, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Jung-Tao,Cheng,Taiwan,35,G,30,"[7, 2, 5, 7, 7, 2]"
2016,Hong Kong,602,Hong Kong,Neel,Nanda,United Kingdom,35,G,30,"[7, 7, 0, 7, 2, 7]"
2016,Hong Kong,602,Hong Kong,William,Zhao,Canada,41,G,29,"[7, 7, 1, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Kyle Patrick,Dulay,Philippines,41,G,29,"[7, 7, 0, 7, 7, 1]"
2016,Hong Kong,602,Hong Kong,Pavel,Gubkin,Russian Federation,41,G,29,"[7, 7, 1, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Ankan,Bhattacharya,United States of America,41,G,29,"[3, 7, 6, 7, 6, 0]"
2016,Hong Kong,602,Hong Kong,Asif E,Elahi,Bangladesh,45,S,28,"[7, 7, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Kai,Sun,Canada,45,S,28,"[7, 7, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Yixuan,Wang,People's Republic of China,45,S,28,"[7, 0, 0, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Filip,Bialas,Czech Republic,45,S,28,"[7, 7, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Pavel,Hudec,Czech Republic,45,S,28,"[7, 7, 0, 7, 0, 7]"
2016,Hong Kong,602,Hong Kong,Félix,Breton,France,45,S,28,"[7, 7, 0, 7, 0, 7]"
2016,Hong Kong,602,Hong Kong,Jacopo Guoyi,Chen,Italy,45,S,28,"[7, 7, 1, 7, 3, 3]"
2016,Hong Kong,602,Hong Kong,Rikimaru,Kurata,Japan,45,S,28,"[7, 7, 2, 7, 4, 1]"
2016,Hong Kong,602,Hong Kong,Sogo,Murakami,Japan,45,S,28,"[7, 7, 0, 7, 0, 7]"
2016,Hong Kong,602,Hong Kong,Cho Hou,Tang,Macau,45,S,28,"[7, 7, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Raul Alfredo,Alcántara Castillo,Peru,45,S,28,"[7, 7, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Un Song,Choe,Democratic People's Republic of Korea,45,S,28,"[7, 7, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Bryan Peng Jun,Wang,Singapore,45,S,28,"[7, 7, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,John Olof,Hallman,Sweden,45,S,28,"[7, 6, 0, 7, 1, 7]"
2016,Hong Kong,602,Hong Kong,David,Wärn,Sweden,45,S,28,"[7, 7, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Sivakorn,Sanguanmoo,Thailand,45,S,28,"[7, 7, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Shih-Yu,Wang,Taiwan,45,S,28,"[7, 7, 0, 7, 4, 3]"
2016,Hong Kong,602,Hong Kong,Harvey,Yau,United Kingdom,45,S,28,"[0, 7, 0, 7, 7, 7]"
2016,Hong Kong,602,Hong Kong,Qi,Qi,Canada,63,S,27,"[7, 2, 1, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Martin,Drees,Germany,63,S,27,"[7, 6, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Federico,Viola,Italy,63,S,27,"[7, 6, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Tien-Chun,Cheng,Taiwan,63,S,27,"[7, 7, 0, 3, 7, 3]"
2016,Hong Kong,602,Hong Kong,Vũ Quang,Đào,Vietnam,63,S,27,"[7, 7, 0, 7, 4, 2]"
2016,Hong Kong,602,Hong Kong,Daniel,Atanasov,Bulgaria,68,S,26,"[7, 1, 1, 7, 3, 7]"
2016,Hong Kong,602,Hong Kong,Aleksandar,Cherganski,Bulgaria,68,S,26,"[7, 5, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Stanislav,Slavov,Bulgaria,68,S,26,"[7, 3, 0, 7, 2, 7]"
2016,Hong Kong,602,Hong Kong,Zhengqin,Song,People's Republic of China,68,S,26,"[7, 2, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Wai Lam,Cheung,Hong Kong,68,S,26,"[7, 5, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,Timothy Jacob,Wahyudi,Indonesia,68,S,26,"[7, 7, 0, 7, 2, 3]"
2016,Hong Kong,602,Hong Kong,Luca,Macchiaroli,Italy,68,S,26,"[7, 7, 0, 7, 4, 1]"
2016,Hong Kong,602,Hong Kong,Joakim,Blikstad,Sweden,68,S,26,"[7, 2, 0, 7, 7, 3]"
2016,Hong Kong,602,Hong Kong,Joe,Benton,United Kingdom,68,S,26,"[7, 7, 2, 7, 2, 1]"
2016,Hong Kong,602,Hong Kong,Nguyễn Mạnh,Phạm,Vietnam,68,S,26,"[7, 5, 0, 7, 7, 0]"
2016,Hong Kong,602,Hong Kong,João César,Campos Vargas,Brazil,78,S,25,"[7, 7, 0, 7, 1, 3]"
2016,Hong Kong,602,Hong Kong,Andrey,Jhen Shan Chen,Brazil,78,S,25,"[7, 3, 0, 7, 1, 7]"
2016,Hong Kong,602,Hong Kong,Sebastian,Meyer,Germany,78,S,25,"[7, 7, 0, 7, 1, 3]"
2016,Hong Kong,602,Hong Kong,Daniel,Paleka,Croatia,78,S,25,"[7, 3, 0, 7, 4, 4]"
2016,Hong Kong,602,Hong Kong,Kálmán,Lajkó,Hungary,78,S,25,"[7, 7, 0, 7, 1, 3]"
2016,Hong Kong,602,Hong Kong,Ko,Aoki,Japan,78,S,25,"[6, 7, 0, 7, 2, 3]"
2016,Hong Kong,602,Hong Kong,Temirkhan,Zimanov,Kazakhstan,78,S,25,"[7, 7, 0, 7, 4, 0]"
2016,Hong Kong,602,Hong Kong,Seungyoon,Baek,Republic of Korea,78,S,25,"[7, 7, 1, 7, 1, 2]"
2016,Hong Kong,602,Hong Kong,Youseong,Lee,Republic of Korea,78,S,25,"[7, 7, 0, 7, 4, 0]"
2016,Hong Kong,602,Hong Kong,Kevin William,Beuchot Castellanos,Mexico,78,S,25,"[7, 7, 0, 4, 4, 3]"
2016,Hong Kong,602,Hong Kong,Bayarjavkhlan,Ganbold,Mongolia,78,S,25,"[7, 7, 0, 7, 4, 0]"
2016,Hong Kong,602,Hong Kong,Bodrol,Olonbaatar,Mongolia,78,S,25,"[7, 7, 0, 7, 4, 0]"
2016,Hong Kong,602,Hong Kong,Il Jin,Kim,Democratic People's Republic of Korea,78,S,25,"[7, 2, 0, 7, 2, 7]"
2016,Hong Kong,602,Hong Kong,Jong Yol,Ri,Democratic People's Republic of Korea,78,S,25,"[7, 0, 0, 7, 7, 4]"
