Leto,Kraj,Gostiteljica,Ime,Priimek,Država,Mesto,Medalja,Skupno,Točke
2023,Chiba,Japan,Jussi,Marttinen,Finland,425,HM,11,"['7', '1', '0', '1', '2', '0']"
2023,Chiba,Japan,Siiri,Roschier,Finland,425,HM,11,"['7', '3', '0', '1', '0', '0']"
2023,Chiba,Japan,Stella,Čolo,Croatia,425,HM,11,"['7', '2', '0', '2', '0', '0']"
2023,Chiba,Japan,Emily,Wolfe,Ireland,425,HM,11,"['2', '0', '0', '7', '2', '0']"
2023,Chiba,Japan,Tilek,Askerbekov,Kyrgyzstan,425,HM,11,"['2', '7', '0', '2', '0', '0']"
2023,Chiba,Japan,Eldar,Iskanderov,Kyrgyzstan,425,HM,11,"['7', '1', '0', '1', '2', '0']"
2023,Chiba,Japan,Chandhopama Thidas Bandara,Wanasinghe,Sri Lanka,425,HM,11,"['7', '1', '0', '2', '1', '0']"
2023,Chiba,Japan,Jia Herng,Chuah,Malaysia,425,HM,11,"['7', '1', '0', '3', '0', '0']"
2023,Chiba,Japan,Branko,Jangelovski,North Macedonia,425,HM,11,"['7', '3', '0', '1', '0', '0']"
2023,Chiba,Japan,Haotian,Wang,New Zealand,425,HM,11,"['7', '0', '0', '1', '3', '0']"
2023,Chiba,Japan,Maryorie Damaris,Cabrera Silvas,El Salvador,425,HM,11,"['7', '3', '0', '1', '0', '0']"
2023,Chiba,Japan,Jiachen,Mi,Sweden,425,HM,11,"['7', '0', '0', '4', '0', '0']"
2023,Chiba,Japan,Olle,Rehnquist,Sweden,425,HM,11,"['2', '1', '0', '7', '1', '0']"
2023,Chiba,Japan,Abdulwahab,Ozoun,Syria,425,HM,11,"['7', '3', '0', '1', '0', '0']"
2023,Chiba,Japan,Yacine,Dallil,Algeria,441,HM,10,"['7', '1', '0', '2', '0', '0']"
2023,Chiba,Japan,Paul,Hametner,Austria,441,HM,10,"['7', '0', '0', '1', '2', '0']"
2023,Chiba,Japan,Zhiyi,Luo,Belgium,441,HM,10,"['7', '1', '1', '1', '0', '0']"
2023,Chiba,Japan,David,Sompero Mendoza,Bolivia,441,HM,10,"['0', '1', '0', '7', '2', '0']"
2023,Chiba,Japan,Matias,Nova,Chile,441,HM,10,"['7', '0', '0', '1', '2', '0']"
2023,Chiba,Japan,Alberto,Lobo-Guerrero,Colombia,441,HM,10,"['7', '0', '0', '1', '2', '0']"
2023,Chiba,Japan,Theofanis,Orfanou,Cyprus,441,HM,10,"['7', '1', '0', '2', '0', '0']"
2023,Chiba,Japan,Jeppe,Skaunborg,Denmark,441,,10,"['2', '2', '0', '4', '2', '0']"
2023,Chiba,Japan,Konstantinos,Konstantinidis,Greece,441,HM,10,"['2', '1', '0', '7', '0', '0']"
2023,Chiba,Japan,Sithija Abhishek,Kotuwewatta,Sri Lanka,441,HM,10,"['7', '0', '0', '0', '3', '0']"
2023,Chiba,Japan,Jurgis,Kemeklis,Lithuania,441,HM,10,"['7', '0', '0', '2', '1', '0']"
2023,Chiba,Japan,Benas,Raišutis,Lithuania,441,HM,10,"['7', '1', '0', '1', '1', '0']"
2023,Chiba,Japan,Isaac Dahir,Rodríguez Gutiérrez,Nicaragua,441,HM,10,"['2', '7', '0', '1', '0', '0']"
2023,Chiba,Japan,Mina Johanne,Heier,Norway,441,HM,10,"['7', '0', '0', '1', '2', '0']"
2023,Chiba,Japan,Tiago Miguel,Gomes de Sousa,Portugal,441,HM,10,"['7', '0', '0', '1', '2', '0']"
2023,Chiba,Japan,Xingyu,Zhu,Portugal,441,HM,10,"['7', '1', '1', '1', '0', '0']"
2023,Chiba,Japan,Haydar,Qassem,Syria,441,HM,10,"['7', '1', '0', '0', '2', '0']"
2023,Chiba,Japan,Tobías,Rodríguez,Uruguay,441,HM,10,"['7', '1', '1', '1', '0', '0']"
2023,Chiba,Japan,Ted,Qamo,Albania,459,HM,9,"['7', '0', '0', '1', '1', '0']"
2023,Chiba,Japan,Ibrahim,Karimli,Azerbaijan,459,HM,9,"['7', '1', '0', '1', '0', '0']"
2023,Chiba,Japan,Akram,Zakine,Belgium,459,HM,9,"['7', '1', '0', '1', '0', '0']"
2023,Chiba,Japan,Imad Uddin Ahmad,Hasin,Bangladesh,459,,9,"['2', '4', '0', '1', '2', '0']"
2023,Chiba,Japan,Marvin Mario,Martinez Nuñez,Bolivia,459,HM,9,"['7', '0', '0', '0', '2', '0']"
2023,Chiba,Japan,Juanita,Giraldo,Colombia,459,HM,9,"['7', '1', '0', '1', '0', '0']"
2023,Chiba,Japan,Sergio Manuel,Baldares Arce,Costa Rica,459,HM,9,"['2', '0', '0', '7', '0', '0']"
2023,Chiba,Japan,Carlos Manuel,Navarro Mora,Costa Rica,459,HM,9,"['7', '1', '0', '1', '0', '0']"
2023,Chiba,Japan,Karla Yisel,Ramírez Garcell,Cuba,459,HM,9,"['7', '0', '0', '0', '2', '0']"
2023,Chiba,Japan,Lovre,Pazinović,Croatia,459,HM,9,"['7', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Tianci,Yan,Ireland,459,,9,"['2', '4', '0', '1', '2', '0']"
2023,Chiba,Japan,Hrafnkell Hvanndal,Halldórsson,Iceland,459,HM,9,"['7', '0', '0', '0', '2', '0']"
2023,Chiba,Japan,Kirill,Zolotuskiy,Iceland,459,HM,9,"['7', '0', '0', '0', '2', '0']"
2023,Chiba,Japan,Orges,Ajvazi,Kosovo,459,HM,9,"['7', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Edi,Berisha,Kosovo,459,HM,9,"['7', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Tobias,Marxer,Liechtenstein,459,HM,9,"['7', '0', '0', '0', '2', '0']"
2023,Chiba,Japan,Shithila Vibheetha,Mahabaduge,Sri Lanka,459,HM,9,"['7', '0', '0', '1', '1', '0']"
2023,Chiba,Japan,Petr,Gabuniia,Latvia,459,HM,9,"['7', '0', '0', '0', '2', '0']"
2023,Chiba,Japan,Leia Mayssa,Masyerin,Malaysia,459,HM,9,"['2', '0', '0', '7', '0', '0']"
2023,Chiba,Japan,Hsu Wutt Yee,Lin,Myanmar,459,HM,9,"['7', '0', '0', '1', '1', '0']"
2023,Chiba,Japan,José Gabriel,Rivas Rivera,Nicaragua,459,HM,9,"['7', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Boning,Dai,New Zealand,459,HM,9,"['7', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Adrian David,Frauca Arenas,Panama,459,HM,9,"['7', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Luis,Sanchez,Peru,459,,9,"['3', '3', '0', '1', '0', '2']"
2023,Chiba,Japan,Nirvana Rosabella,Marrero Tiodang,Puerto Rico,459,HM,9,"['7', '1', '0', '1', '0', '0']"
2023,Chiba,Japan,Carlos Andres,Rodriguez,Puerto Rico,459,,9,"['5', '1', '0', '1', '2', '0']"
2023,Chiba,Japan,Samuella,Kwizera,Rwanda,459,HM,9,"['7', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Yian,Xu,South Africa,459,HM,9,"['7', '1', '0', '1', '0', '0']"
2023,Chiba,Japan,Fernando Andree,González Meléndez,El Salvador,459,HM,9,"['7', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Batyr,Ovezmyradov,Turkmenistan,459,HM,9,"['7', '1', '0', '1', '0', '0']"
2023,Chiba,Japan,Oussema,Soussi,Tunisia,459,HM,9,"['7', '1', '0', '1', '0', '0']"
2023,Chiba,Japan,Siyuan,Lu,Chile,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Toomas,Herodes,Estonia,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Daniel,Slivinskiy,Finland,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Ísak,Norðfjörð,Iceland,490,HM,8,"['7', '0', '0', '0', '1', '0']"
2023,Chiba,Japan,Leonhard,Hasler,Liechtenstein,490,HM,8,"['7', '0', '1', '0', '0', '0']"
2023,Chiba,Japan,Michèle,Voncken,Luxembourg,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Song Pok,Hong,Macau,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Aymen,Hajifi,Morocco,490,HM,8,"['7', '1', '0', '0', '0', '0']"
2023,Chiba,Japan,Muhammad,Daniyal,Pakistan,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Jorge,Liu Luo,Panama,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Ariel Alejandro,Insaurralde Aldana,Paraguay,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,María José,Ortiz Benítez,Paraguay,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Tobías Santiago,Valdez Caballero,Paraguay,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Edmond,Iradukunda,Rwanda,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Kaja,Rajter,Slovenia,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Anisa,Burieva,Tajikistan,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Aweb,Othmen,Tunisia,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Juan José,Martínez Barreto,Venezuela,490,HM,8,"['7', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Nea,Metohu,Albania,508,HM,7,"['7', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Donato Ofi,Moakofhi,Botswana,508,HM,7,"['7', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Jakub,Štepo,Czech Republic,508,,7,"['4', '0', '1', '1', '1', '0']"
2023,Chiba,Japan,Matthías Andri,Hrafnkelsson,Iceland,508,HM,7,"['7', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Jokūbas,Jasiūnas,Lithuania,508,HM,7,"['7', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,André Filipe,Dourado Pinheiro,Portugal,508,HM,7,"['7', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Apolo,Sandinha Gomes,Portugal,508,,7,"['2', '3', '0', '2', '0', '0']"
2023,Chiba,Japan,Samuel,Forero,Colombia,515,,6,"['3', '0', '0', '1', '2', '0']"
2023,Chiba,Japan,Emilio,Zamora,Ecuador,515,,6,"['3', '1', '0', '2', '0', '0']"
2023,Chiba,Japan,Joel,Manu,Ghana,515,,6,"['4', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Jeet,Thakwani,Ghana,515,,6,"['5', '0', '0', '0', '1', '0']"
2023,Chiba,Japan,Owen,Barron,Ireland,515,,6,"['1', '0', '0', '3', '2', '0']"
2023,Chiba,Japan,Erijon,Hasi,Kosovo,515,,6,"['2', '3', '0', '1', '0', '0']"
2023,Chiba,Japan,Iván,Flores,Argentina,521,,5,"['3', '0', '0', '0', '2', '0']"
2023,Chiba,Japan,Aswin,Santhosh Nair,Botswana,521,,5,"['2', '0', '0', '1', '2', '0']"
2023,Chiba,Japan,Lum,Jerliu,Kosovo,521,,5,"['2', '3', '0', '0', '0', '0']"
2023,Chiba,Japan,Soe Lin,Htet,Myanmar,521,,5,"['2', '1', '0', '0', '2', '0']"
2023,Chiba,Japan,Hongjia,Meng,Switzerland,521,,5,"['2', '3', '0', '0', '0', '0']"
2023,Chiba,Japan,Azamat,Dushanov,Tajikistan,521,,5,"['2', '3', '0', '0', '0', '0']"
2023,Chiba,Japan,Enmanuel Starlin,Germosen De los Santos,Dominican Republic,527,,4,"['2', '0', '0', '1', '1', '0']"
2023,Chiba,Japan,Hatem Muqdad Mawlood,Al-Ani,Iraq,527,,4,"['1', '0', '0', '1', '2', '0']"
2023,Chiba,Japan,Yousif Wameedh Ghassan,Algharani,Iraq,527,,4,"['2', '0', '0', '0', '2', '0']"
2023,Chiba,Japan,Víkingur Þorri Reykjalín,Sigurðsson,Iceland,527,,4,"['4', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Prakash,Pant,Nepal,527,,4,"['3', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Muhammad Asadohoo,Abdali,Pakistan,527,,4,"['0', '3', '0', '1', '0', '0']"
2023,Chiba,Japan,Elsa,Deshmukh,Puerto Rico,527,,4,"['3', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Babanazar,Jumadurdyyev,Turkmenistan,527,,4,"['4', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Irjan,Kuliçi,Albania,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Alden,Morja,Albania,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Miguel Angel,Hernandez Lora,Dominican Republic,535,,3,"['1', '0', '0', '2', '0', '0']"
2023,Chiba,Japan,Adrian,Cerda,Ecuador,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Wilhelm,Gonce,Ecuador,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Arianée Abigail,Enriquez Contreras,Guatemala,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Omar Andres,Suazo Zeron,Honduras,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Yuan,Li,Ireland,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Ali Muqdad Mawlood,Al-Ani,Iraq,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Olt,Imeri,Kosovo,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Louise,Bernier,Luxembourg,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Maia,Tanasa,Luxembourg,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Mohamed,Babe Oumar,Mauritania,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Carlos Andrés,Sequeira Álvarez,Nicaragua,535,,3,"['3', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Muhammad,Ammar,Pakistan,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Hashir,Naimat,Pakistan,535,,3,"['2', '0', '0', '0', '1', '0']"
2023,Chiba,Japan,Aditya Damodar,Kamat,United Arab Emirates,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Jonathan Ralph Felix,Wandera,Uganda,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Cristina Isabel,Puyosa Raffoul,Venezuela,535,,3,"['2', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Armel Stephane Novak,Ki,Burkina Faso,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Kamble Aime Fabrice,Ouattara,Burkina Faso,554,,2,"['1', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Thiabrimani Owen Yvan,Ouoba,Burkina Faso,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Cheick Abraham,Sangare,Burkina Faso,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Nikh Khevin,Soto Uzeda,Bolivia,554,,2,"['1', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Sania Shajan,Chittilappilly,Botswana,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Matias,Pinto,Chile,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Kingsley,Fotie Soh,Cameroon,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Miguel,Mangui Ankoumbel,Cameroon,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Bryan Gabriel,Hernández Siles,Costa Rica,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Aser,Acosta Carrión,Cuba,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Iraira Lucia,Rivera Rojas,Dominican Republic,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Gianmarco,Sangiovanni Castellanos,Dominican Republic,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Keny,Carlosama,Ecuador,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Ricardo,Loayza,Ecuador,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Ana Julia,Rojas Buezo,Guatemala,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Paul Mwangi,Maina,Kenya,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Tony Rotich,Odhiambo,Kenya,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Dion,Aliu,Kosovo,554,,2,"['0', '0', '0', '0', '2', '0']"
2023,Chiba,Japan,Sai Win,Naing,Myanmar,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Pyae Tshan,Oo,Myanmar,554,,2,"['1', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Đorđe,Perišić,Montenegro,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Vladislav,Serkizyuk,Montenegro,554,,2,"['1', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Željana,Stamatović,Montenegro,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Cheikna,Lemrabot Beydah,Mauritania,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Nayam,Barun,Nepal,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Kritesh,Dhakal,Nepal,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Aabartan Man,Karmacharya,Nepal,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Sumiran,Subedi,Nepal,554,,2,"['1', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Rabha Ayoub Sulaiman,Al Kindi,Oman,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Muhammad Hasnat,Farooq,Pakistan,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Jerry,Chen,Puerto Rico,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Arnold,Bana,Rwanda,554,,2,"['2', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Emmanuel Odaka,Adongu,Uganda,554,,2,"['1', '0', '0', '0', '1', '0']"
2023,Chiba,Japan,Mugagga Antonio,Muganzi,Uganda,554,,2,"['1', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Cecilia Belén,Medrano Pallares,Bolivia,589,,1,"['0', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Resego Clyde,Phuthego,Botswana,589,,1,"['0', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Jordan,Dantio Dountsop,Cameroon,589,,1,"['1', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Emmanuel Prosperite,Olangi Wandji,Cameroon,589,,1,"['1', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Natalia Mia,Cedano Sanchez,Dominican Republic,589,,1,"['1', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Rinaldo Antonio,Garcia Beltres,Dominican Republic,589,,1,"['1', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Htet Aung Phone,Wint,Myanmar,589,,1,"['0', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Yahya,Abdallahi Mohamed Beye,Mauritania,589,,1,"['0', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Cheikna,Mohamed Baba,Mauritania,589,,1,"['0', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Ahmed,Mohamed Lemine,Mauritania,589,,1,"['1', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Rayan Said Mohammed,Al-Hadhrami,Oman,589,,1,"['1', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Niyikiza Lois,Biranejeje,Rwanda,589,,1,"['1', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Believer Gall,Hirwa,Rwanda,589,,1,"['0', '0', '0', '1', '0', '0']"
2023,Chiba,Japan,Ismail,Ben Letaifa,Tunisia,589,,1,"['1', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Beninwende Latifatou,Bougouma,Burkina Faso,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Fatimata Bintou Jaharahi,Savadogo,Burkina Faso,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Yijia,Hou,Botswana,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Odirile Tuelo Carlos,Tumaeletse,Botswana,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Franck Crespo,Guitang Passi,Cameroon,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Şebnem,Yilmaz,Iraq,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Ekhlas Ali Nasser Abdullah,Al Adwani,Oman,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Haamed Ibrahim Hamood,Al Qasmi,Oman,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Al Rayan Bati Ali Salim,Al Sukaiti,Oman,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Murat,Yildirim,Tanzania,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Mahra Maher,Ahmad Sharifyan,United Arab Emirates,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Maitha Maher,Ahmad Sharifyan,United Arab Emirates,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Athiba Saif Mubarak Hamad,Al Shamsi,United Arab Emirates,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Andrina,Asingura,Uganda,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Isaac,Matsiko,Uganda,603,,0,"['0', '0', '0', '0', '0', '0']"
2023,Chiba,Japan,Marcela Sofía,Huatuco Cordido,Venezuela,603,,0,"['0', '0', '0', '0', '0', '0']"
2024,Bath,United Kingdom,Haojia,Shi,People's Republic of China,1,G,42,"['7', '7', '7', '7', '7', '7']"
2024,Bath,United Kingdom,Ivan,Chasovskikh,,2,G,40,"['7', '7', '6', '6', '7', '7']"
2024,Bath,United Kingdom,Alexander,Wang,United States of America,3,G,38,"['7', '7', '3', '7', '7', '7']"
2024,Bath,United Kingdom,Satoshi,Kano,Japan,4,G,37,"['7', '7', '2', '7', '7', '7']"
2024,Bath,United Kingdom,Qiming,Xu,People's Republic of China,5,G,35,"['7', '7', '7', '7', '7', '0']"
2024,Bath,United Kingdom,László Bence,Simon,Hungary,5,G,35,"['7', '7', '7', '7', '7', '0']"
2024,Bath,United Kingdom,Adhitya,Mangudy Venkata Ganesh,India,5,G,35,"['7', '7', '4', '7', '7', '3']"
2024,Bath,United Kingdom,Hyeongjoe,Chu,Republic of Korea,5,G,35,"['7', '2', '7', '7', '7', '5']"
2024,Bath,United Kingdom,Alex,Chui,United Kingdom,5,G,35,"['7', '7', '2', '7', '7', '5']"
2024,Bath,United Kingdom,Jessica,Wan,United States of America,5,G,35,"['7', '7', '5', '7', '7', '2']"
2024,Bath,United Kingdom,Mikhail,Raikhman,Belarus,11,G,34,"['7', '7', '6', '7', '7', '0']"
2024,Bath,United Kingdom,Paulius,Aleknavičius,Lithuania,11,G,34,"['7', '7', '6', '7', '7', '0']"
2024,Bath,United Kingdom,Barış,Koyuncu,Türkiye,13,G,33,"['7', '7', '2', '7', '5', '5']"
2024,Bath,United Kingdom,Matvey,Vylegzhanin,Belarus,14,G,32,"['7', '7', '2', '7', '7', '2']"
2024,Bath,United Kingdom,Ananda,Bhaduri,India,14,G,32,"['7', '7', '2', '7', '7', '2']"
2024,Bath,United Kingdom,Yihan,Yang,Singapore,14,G,32,"['7', '7', '2', '7', '7', '2']"
2024,Bath,United Kingdom,Mehmet Can,Baştemir,Türkiye,14,G,32,"['7', '7', '2', '7', '7', '2']"
2024,Bath,United Kingdom,Linus,Tang,United States of America,14,G,32,"['7', '7', '3', '7', '7', '1']"
2024,Bath,United Kingdom,Egor,Saprunov,,19,G,31,"['7', '7', '4', '5', '7', '1']"
2024,Bath,United Kingdom,Benjamin,Mujkić,Bosnia and Herzegovina,19,G,31,"['7', '7', '2', '7', '7', '1']"
2024,Bath,United Kingdom,Ivan,Korshunau,Belarus,19,G,31,"['7', '7', '2', '7', '7', '1']"
2024,Bath,United Kingdom,Kanav,Talwar,India,19,G,31,"['7', '7', '1', '7', '7', '2']"
2024,Bath,United Kingdom,Nadav Dan,Tamari,Israel,19,G,31,"['7', '6', '2', '7', '7', '2']"
2024,Bath,United Kingdom,Rogelio,Guerrero Reyes,Mexico,19,G,31,"['7', '7', '2', '7', '7', '1']"
2024,Bath,United Kingdom,Damjan,Davkov,North Macedonia,19,G,31,"['7', '7', '1', '7', '7', '2']"
2024,Bath,United Kingdom,Konstanty,Smolira,Poland,19,G,31,"['7', '7', '3', '7', '7', '0']"
2024,Bath,United Kingdom,Samuel,Sturge,United Kingdom,19,G,31,"['7', '7', '2', '7', '7', '1']"
2024,Bath,United Kingdom,Krishna,Pothapragada,United States of America,19,G,31,"['7', '6', '2', '7', '7', '2']"
2024,Bath,United Kingdom,Ratibor,Koptilin,,29,G,30,"['7', '7', '0', '7', '7', '2']"
2024,Bath,United Kingdom,Xiangyue (Laura),Nan,Australia,29,G,30,"['7', '7', '1', '7', '7', '1']"
2024,Bath,United Kingdom,Andrej,Krčmar,Bosnia and Herzegovina,29,G,30,"['7', '7', '1', '7', '7', '1']"
2024,Bath,United Kingdom,Pavel,Tsitou,Belarus,29,G,30,"['7', '7', '0', '7', '7', '2']"
2024,Bath,United Kingdom,Zhewen,Deng,People's Republic of China,29,G,30,"['7', '7', '1', '5', '7', '3']"
2024,Bath,United Kingdom,Chunji,Wang,People's Republic of China,29,G,30,"['7', '7', '7', '7', '0', '2']"
2024,Bath,United Kingdom,Xianbang,Wang,People's Republic of China,29,G,30,"['7', '7', '7', '7', '1', '1']"
2024,Bath,United Kingdom,Anatole,Bouton,France,29,G,30,"['7', '7', '5', '7', '1', '3']"
2024,Bath,United Kingdom,Davit,Kldiashvili,Georgia,29,G,30,"['7', '7', '1', '7', '7', '1']"
2024,Bath,United Kingdom,Kyriakos,Tsourekas,Greece,29,G,30,"['7', '7', '1', '7', '7', '1']"
2024,Bath,United Kingdom,Ábel,Szakács,Hungary,29,G,30,"['7', '7', '2', '7', '7', '0']"
2024,Bath,United Kingdom,Rushil,Mathur,India,29,G,30,"['7', '5', '2', '7', '7', '2']"
2024,Bath,United Kingdom,Radin,Zahedigolpayegani,Islamic Republic of Iran,29,G,30,"['7', '7', '1', '7', '7', '1']"
2024,Bath,United Kingdom,Siwoo,Kim,Japan,29,G,30,"['7', '7', '2', '7', '7', '0']"
2024,Bath,United Kingdom,Kyungjun,Park,Republic of Korea,29,G,30,"['7', '7', '2', '7', '0', '7']"
2024,Bath,United Kingdom,Felix,Xu,Switzerland,29,G,30,"['7', '7', '2', '7', '7', '0']"
2024,Bath,United Kingdom,Matej,Bachniček,Slovakia,29,G,30,"['7', '7', '2', '7', '7', '0']"
2024,Bath,United Kingdom,Tien-Hui,Lee,Taiwan,29,G,30,"['7', '7', '0', '7', '7', '2']"
